date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:23:43	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:43%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d45183c02683b61576/602b9699224e09c3de5be37a_dsadasdas.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d45183c02683b61576/602b9699224e09c3de5be37a_dsadasdas.jpg_	(from https://theagency-1.webflow.io/)
20:23:44	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:44%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d45183c02683b61576/602b91339204008f664c29e6_fds.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d45183c02683b61576/602b91339204008f664c29e6_fds.jpg_	(from https://theagency-1.webflow.io/)
20:23:45	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:45%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d42eab063f0504b711/602a6c89626707059d837da6_Untitled-Projectfsdfsd-poster-00001.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d42eab063f0504b711/602a6c89626707059d837da6_Untitled-Projectfsdfsd-poster-00001.jpg_	(from https://theagency-1.webflow.io/)
20:23:46	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:46%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d42eab063f0504b711/60129052b678ce2115b73c3a_Video%20home%2022-poster-00001.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d42eab063f0504b711/60129052b678ce2115b73c3a_Video%20home%2022-poster-00001.jpg_	(from https://theagency-1.webflow.io/)
20:23:47	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:47%20GMT	https://theagency-1.webflow.io/about-us	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/about-us	(from https://theagency-1.webflow.io/)
20:23:47	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:47%20GMT	https://theagency-1.webflow.io/expertise	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/expertise	(from https://theagency-1.webflow.io/)
20:23:48	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:48%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d42eab063f0504b711/602bd2ed91f8273f79692bec_spark_dribbbles-poster-00001.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d42eab063f0504b711/602bd2ed91f8273f79692bec_spark_dribbbles-poster-00001.jpg_	(from https://theagency-1.webflow.io/)
20:23:48	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:48%20GMT	https://theagency-1.webflow.io/privacy-policy	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/privacy-policy	(from https://theagency-1.webflow.io/)
20:23:48	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:48%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d45183c02683b61576/602b89734781975ecf2dfa15_d.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d45183c02683b61576/602b89734781975ecf2dfa15_d.jpg_	(from https://theagency-1.webflow.io/)
20:23:48	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:48%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d45183c02683b61576/602b8aaae2585313bc00b01b_web.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d45183c02683b61576/602b8aaae2585313bc00b01b_web.jpg_	(from https://theagency-1.webflow.io/)
20:23:49	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:49%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d45183c02683b61576/602b90449e68c45f19621300_60114f514d7e2c5c8c6dasdas391ec_6011467e8b388c8869c07744_luma-screen1.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d45183c02683b61576/602b90449e68c45f19621300_60114f514d7e2c5c8c6dasdas391ec_6011467e8b388c8869c07744_luma-screen1.jpg_	(from https://theagency-1.webflow.io/)
20:23:49	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:49%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d45183c02683b61576/602b9699224e09c3de5be37a_dsadasdas.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d45183c02683b61576/602b9699224e09c3de5be37a_dsadasdas.jpg_	(from https://theagency-1.webflow.io/)
20:23:49	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:49%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d45183c02683b61576/602b91339204008f664c29e6_fds.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d45183c02683b61576/602b91339204008f664c29e6_fds.jpg_	(from https://theagency-1.webflow.io/)
20:23:49	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:49%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d42eab063f0504b711/602a6c89626707059d837da6_Untitled-Projectfsdfsd-poster-00001.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d42eab063f0504b711/602a6c89626707059d837da6_Untitled-Projectfsdfsd-poster-00001.jpg_	(from https://theagency-1.webflow.io/)
20:23:50	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:50%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d42eab063f0504b711/60129052b678ce2115b73c3a_Video%20home%2022-poster-00001.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d42eab063f0504b711/60129052b678ce2115b73c3a_Video%20home%2022-poster-00001.jpg_	(from https://theagency-1.webflow.io/)
20:23:50	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:50%20GMT	https://theagency-1.webflow.io/expertise	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/expertise	(from https://theagency-1.webflow.io/)
20:23:50	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:50%20GMT	https://theagency-1.webflow.io/about-us	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/about-us	(from https://theagency-1.webflow.io/)
20:23:50	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:50%20GMT	https://theagency-1.webflow.io/privacy-policy	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/privacy-policy	(from https://theagency-1.webflow.io/)
20:23:51	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:51%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d42eab063f0504b711/602bd2ed91f8273f79692bec_spark_dribbbles-poster-00001.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d42eab063f0504b711/602bd2ed91f8273f79692bec_spark_dribbbles-poster-00001.jpg_	(from https://theagency-1.webflow.io/)
20:23:51	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:51%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d45183c02683b61576/602b89734781975ecf2dfa15_d.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d45183c02683b61576/602b89734781975ecf2dfa15_d.jpg_	(from https://theagency-1.webflow.io/)
20:23:51	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:51%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d45183c02683b61576/602b8aaae2585313bc00b01b_web.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d45183c02683b61576/602b8aaae2585313bc00b01b_web.jpg_	(from https://theagency-1.webflow.io/)
20:23:52	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:52%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d45183c02683b61576/602b90449e68c45f19621300_60114f514d7e2c5c8c6dasdas391ec_6011467e8b388c8869c07744_luma-screen1.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d45183c02683b61576/602b90449e68c45f19621300_60114f514d7e2c5c8c6dasdas391ec_6011467e8b388c8869c07744_luma-screen1.jpg_	(from https://theagency-1.webflow.io/)
20:23:52	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:52%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d45183c02683b61576/602b91339204008f664c29e6_fds.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d45183c02683b61576/602b91339204008f664c29e6_fds.jpg_	(from https://theagency-1.webflow.io/)
20:23:52	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:52%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d45183c02683b61576/602b9699224e09c3de5be37a_dsadasdas.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d45183c02683b61576/602b9699224e09c3de5be37a_dsadasdas.jpg_	(from https://theagency-1.webflow.io/)
20:23:52	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:52%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d42eab063f0504b711/602a6c89626707059d837da6_Untitled-Projectfsdfsd-poster-00001.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d42eab063f0504b711/602a6c89626707059d837da6_Untitled-Projectfsdfsd-poster-00001.jpg_	(from https://theagency-1.webflow.io/)
20:23:53	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Sun,%2023%20Apr%202023%2017:23:53%20GMT	https://theagency-1.webflow.io/%22https://assets.website-files.com/600e79d42eab063f0504b711/60129052b678ce2115b73c3a_Video%20home%2022-poster-00001.jpg%22	/Users/sammitala/Desktop/Elevate%20/ELEVATES/theagency-1.webflow.io/_https_/assets.website-files.com/600e79d42eab063f0504b711/60129052b678ce2115b73c3a_Video%20home%2022-poster-00001.jpg_	(from https://theagency-1.webflow.io/)
